Unnamed: 0,id,Addresse,Rue,no_local,code_postal,etage,Nom de la borne,telephone,enfant,type_etablissement,usage_1,usage_2,usage_3,type_scian,secteur_nom,classe_nom,neq,secteur_commercial,grandes_chaines,date_creation,date_modification,Longitude,Latitude
2719,bd1a8741-077b-49c4-a135-87f32869d91c,3536,Rue King Est,,J1G 5J3,"1,2",GROUPE DESROCHERS MONTPETIT,819 481-0544,False,Commerce,Construction,Construction,Tous les autres entrepreneurs spécialisés,238990.0,Construction,Tous les autres entrepreneurs spécialisés,1168838705.0,Fleurimont,False,2022-11-18,2024-05-14,-71.8253697,45.4252215
2720,4f24cbab-0ac0-466d-91f2-e9bce89b7ca4,3545,Rue King Est,,J1G 5J4,1,BUMPER TO BUMPER,819 820-2010,False,Commerce,Biens semi-courants,Marchandises spécialisées,Magasins de pièces et d'accessoires pour véhicules automobiles,441330.0,Commerce de détail,Détaillants de pièces et d'accessoires pour véhicules automobiles,1175130419.0,Fleurimont,True,2019-12-07,2024-05-14,-71.8263075,45.4253796
2721,278bc582-58e4-40f2-b000-0084b71309a8,3665,Rue King Est,,J1G 5J4,1,GROUPE LUC FAUTEUX INC.,819 821-2109,False,Commerce,Construction,Construction,Entrepreneurs en travaux de parements,238170.0,Construction,Entrepreneurs en travaux de parements,1173315426.0,Fleurimont,False,2019-12-07,2024-05-14,-71.825852,45.42650039999999
2759,26bdd74f-2fd5-41c1-84e7-95e757bb308f,3555,Rue King Est,,J1G 5J4,1,GYM IMMERSION SANTÉ,819 571-7789,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Conditionnement physique,713940.0,"Arts, spectacles et loisirs",Centres de sports récréatifs et de conditionnement physique,1178945839.0,Fleurimont,False,2019-12-07,2024-05-14,-71.8262641,45.4257015
2760,4ba8feb2-d779-48ee-b9c0-b37ba9c8c215,3551,Rue King Est,,J1G 5J4,1,PUR NOISETIER INC,819 791-0777,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Tous les autres grossistes-marchands,418990.0,Commerce de gros,Tous les autres grossistes-marchands,1161823738.0,Fleurimont,False,2019-12-07,2024-05-14,-71.8262641,45.4257015
2783,cdf5ff64-44d3-4a2f-9e5c-12ca7b680ba1,3000,12e Avenue Nord,200,J1H 5H3,-1,GOLF LOUNGE,819 822-2112,False,Commerce,"Restauration, divertissement et hôtellerie",Installations sportives et de loisirs,Toutes les autres industries du divertissement et du loisir,713999.0,"Arts, spectacles et loisirs",Toutes les autres industries du divertissement et du loisir,1178140670.0,Fleurimont,False,2021-12-16,2024-06-13,-71.8623406,45.4463204
2955,48d4098d-7b73-438e-8d80-581850a6c87c,3275,Rue King Est,,J1E 3Y7,"1, 2",MINI ENTREPÔTS CIBLE FLEURIMONT INC.,819 864-6030,False,Commerce de gros/para-industriel,Services aux consommateurs,Location,Mini-entrepôts libre-service,531130.0,Services immobiliers et services de location et de location à bail,Mini-entrepôts libre-service,1177592418.0,Fleurimont,False,2019-12-07,2024-05-14,-71.82827089999999,45.4217611
2956,9aa08e39-a230-4c84-b470-6b7a0b127c78,2875,Rue Carignan,,J1E 3Y7,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2019-12-07,2024-05-14,-71.82827089999999,45.4217611
2957,66b7922a-ede9-4bcb-b7fb-071f02deeaa2,2865,Rue Carignan,,J1E 3Y7,1,VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2024-03-13,2024-05-14,-71.82854202564687,45.42177557506841
2959,4a223957-4f36-4e1e-b055-36624b4a9271,3331,Rue King Est,,J1E 3Y8,1,TAXIDERMIE,819 829-3819,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Tous les autres grossistes-marchands,418990.0,Commerce de gros,Tous les autres grossistes-marchands,1143953744.0,Fleurimont,False,2019-12-07,2024-05-14,-71.82774959999999,45.4224888
2960,e51d230c-1cf0-46d6-a740-947c5fa966b8,3525,Rue King Est,A,J1G 5J4,1,REVÊTEMENTS ALU-EXPERT,819 780-3338,False,Commerce de gros/para-industriel,Construction,Construction,"Entrepreneurs en autres travaux de fondations, de structure, et d'extérieur de bâtiment",238190.0,Construction,"Entrepreneurs en autres travaux de fondations, de structure, et d'extérieur de bâtiment",1171139968.0,Fleurimont,False,2021-03-30,2024-05-14,-71.8263736,45.4249476
2964,a37c27a7-1fae-49ea-a6c0-dbd7d1522662,2869,Rue Carignan,,J1E 3Y7,1,VACANT,,False,Commerce de gros/para-industriel,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2024-05-08,2024-05-14,-71.82854202747399,45.42177545586262
2965,90c12f30-56ae-47ea-bc76-9e434fdfed6d,2885,Rue Carignan,,J1E 3Y7,1,ONGLES DE KIM,438 376-8081,False,Commerce,Services aux consommateurs,Soins personnels,Salons de beauté,812115.0,Autres services (sauf les administrations publiques),Salons de beauté,,Fleurimont,False,2024-05-08,2024-05-14,-71.82854202747399,45.42177545586262
2973,7e80948f-0dd2-4159-bde8-f512a2a89b00,3191,Rue King Est,,J1E 3Y6,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2019-12-07,2024-05-14,-71.82859253453935,45.42052200639291
2974,2e9f841d-160b-49b2-b312-7b49361d989b,3195,Rue King Est,,J1E 3Y6,1,WMC AUTOS,819 933-9993,False,Commerce,Biens réfléchis,Vente de véhicule,Concessionnaires d'automobiles d'occasion,441120.0,Commerce de détail,Concessionnaires d'automobiles d'occasion,1175498766.0,Fleurimont,False,2019-12-07,2024-05-14,-71.8281753,45.4212373
2983,d251f05c-891c-4ef4-b6b6-b10521e83266,3200,Rue King Est,,J1E 3Y7,1,B. M. PRO-TECH,819 432-7585,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1174227711.0,Fleurimont,False,2019-12-07,2024-05-14,-71.8273591,45.4210691
2984,fbe05d7e-d959-46f3-a973-4d8665be8cd8,3250,Rue King Est,,J1E 3Y7,1,VACANT,,False,Commerce,VACANT,VACANT,VACANT,999998.0,Vacant,VACANT,,Fleurimont,False,2019-12-07,2024-05-14,-71.8272094,45.4212421
2985,651f6ec7-58e4-4e4c-aff7-94b5be187448,3290,Rue King Est,,J1E 3Y7,1,CARBURES DE L’ESTRIE,819 562-3627,False,Commerce de gros/para-industriel,Services d'affaires,Entretien,Réparation et entretien de machines et de matériel d'usage commercial et industriel (sauf les véhicules automobiles et le matériel électronique),811310.0,Autres services (sauf les administrations publiques),Réparation et entretien de machines et de matériel d'usage commercial et industriel (sauf les véhicules automobiles et le matériel électronique),1143274166.0,Fleurimont,False,2019-12-07,2024-05-14,-71.82695919999999,45.421833
2986,14a1015d-0165-4cc4-a534-c1b4385382d1,3370,Rue King Est,,J1G 5J3,1,BERNIER POMPES TRAITEMENTS D'EAU,819 563-9172,False,Commerce de gros/para-industriel,Construction,Construction,Construction d'aqueducs et d'égouts et structures connexes,237110.0,Construction,Construction d'aqueducs et d'égouts et structures connexes,1146857108.0,Fleurimont,False,2019-12-07,2024-05-14,-71.8264097,45.4230919
2987,953e4680-64e2-48ad-a419-c0ab1c080c47,3450,Rue King Est,,J1G 5J3,1,HYDRAULIQUE C.T.,819 563-6060,False,Commerce de gros/para-industriel,Services aux consommateurs,Entretien automobile,Autres services de réparation et d'entretien mécaniques et électriques de véhicules automobiles,811199.0,Autres services (sauf les administrations publiques),Tous les autres services de réparation et d'entretien de véhicules automobiles,1149121452.0,Fleurimont,False,2019-12-07,2024-05-14,-71.8260373,45.4237918
2992,75fe510a-8d33-4aa9-afe0-43a447160109,3015,Rue Gastin,,J1H 0E5,1,LEMAY’EUR ESTHÉTIQUE,819 346-8791,False,Commerce,Services aux consommateurs,Entretien automobile,Lave-autos,811192.0,Autres services (sauf les administrations publiques),Lave-autos,2260975877.0,Fleurimont,False,2019-12-07,2024-05-14,-71.8237304,45.4266792
2993,67188874-b58c-423f-a7ed-c75211805bdf,3005,Rue Gastin,,J1H 0E5,1,DUFAULT & GOBEIL ÉLECTRICIENS INC.,819 563-1509,False,Commerce de gros/para-industriel,Construction,Construction,Entrepreneurs en travaux d'électricité et en installation de câblage,238210.0,Construction,Entrepreneurs en travaux d'électricité et en installation de câblage,1142994392.0,Fleurimont,False,2019-12-07,2024-05-14,-71.8240483,45.4267534
3022,f5b8f060-1ef4-4460-a53c-20c2f2e02618,1040,Rue Longpré,,J1G 5B9,"1,2",MATÉRIAUX DE CONSTRUCTION LÉTOURNEAU (ENTREPOSAGE),819 846-4433,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Entreposage et emmagasinage général,493110.0,Transport et entreposage,Entreposage et emmagasinage général,1146273850.0,Fleurimont,False,2020-11-23,2024-07-09,-71.8584833,45.3912513
3030,e82259c3-44a5-45d4-ada6-2156fb3d3024,2095,Chemin Alfred-Champigny,,J1H 5H2,1,PIÈCES D'AUTOS FLEURIMONT INC.,819 564-5020,False,Commerce de gros/para-industriel,Commerce de gros,Commerce de gros,Grossistes-marchands de métaux recyclables,418110.0,Commerce de gros,Grossistes-marchands de métaux recyclables,1142541698.0,Fleurimont,False,2019-12-07,2024-05-14,-71.8223874,45.4351747
3036,095d1f9a-6716-4c26-a7b8-ec9850bb4ab5,2395,Chemin Lemire,,J1H 0C5,1,PUR PISCINE MOVA,819 822-3371,False,Commerce de gros/para-industriel,Biens réfléchis,"Piscines, spas et cabanons","Piscines, spas et cabanons",459999.0,Commerce de détail,Tous les autres détaillants de détail divers (sauf les détaillants de matériel pour la fabrication de la bière et du vin),,Fleurimont,False,2024-05-14,2024-06-25,-71.83851539999999,45.42673029999999
3038,2666a12e-7334-4695-9ebf-c8cceea57980,3000,Rue du Chalumeau,,J1G 5E9,1,ÉCOLE PRIMAIRE DE LA SAMARE,819 822-6888,False,Institution,Services d'enseignement,Services d'enseignement,Écoles primaires et secondaires,611110.0,Services d'enseignement,Écoles primaires et secondaires,8831850100.0,Fleurimont,False,2019-12-07,2024-06-07,-71.8282317,45.40241650000001
3046,72ddf03d-afe3-4003-a09b-5464dd5f0adb,3326,Rue King Est,,J1G 5J3,1,LEHOUILLIER GAZ BAR INC.,819 569-8037,False,Commerce,Biens courants,Alimentation,Stations-service avec dépanneurs,457110.0,Commerce de détail,Stations-service avec dépanneurs,1142063859.0,Fleurimont,False,2020-05-21,2024-05-14,-71.8267817,45.4223175
3047,a4ff038c-0bfc-4acf-b68f-6b9c2ab0897d,3480,Rue King Est,,J1G 5J3,1,AUTO VALUE GARAGE C. A. LEMAY,819 432-3920,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1169780849.0,Fleurimont,True,2019-12-07,2024-05-14,-71.82602109999999,45.4242335
3048,afc71588-c5da-4255-9c2f-d65fe4e20a3e,3496,Rue King Est,,J1G 5J3,1,BUMPER TO BUMPER DG MÉCANIQUE,819 791-6565,False,Commerce,Services aux consommateurs,Entretien automobile,Réparations générales de véhicules automobiles,811111.0,Autres services (sauf les administrations publiques),Réparations générales de véhicules automobiles,1169178010.0,Fleurimont,True,2019-12-07,2024-05-14,-71.82575299999999,45.4245795
3132,8aa64204-492a-47ad-a930-77027b7ddfc0,3220,12e Avenue Nord,,J1H 5H3,"1, 2, 3",CHSLD VIGI SHERMONT (CENTRE D'HÉBERGEMENT DE SOINS DE LONGUE DURÉE),819 820-8900,False,Institution,Organismes publics et privés,Organismes publics,Établissements communautaires de soins pour personnes âgées,623310.0,Soins de santé et assistance sociale,Établissements communautaires de soins pour personnes âgées,1173575094.0,Fleurimont,False,2019-12-07,2024-06-13,-71.86072779999999,45.44935759999999
3133,14723b31-365f-4643-85fb-f914ad5b3900,675,Côte de Beauvoir,,J1C 0B8,1,SANCTUAIRE DU SACRÉ-CŒUR-DE-BEAUVOIR,819 569-2535,False,Institution,Organismes publics et privés,Organismes religieux,Organismes religieux,813110.0,Autres services (sauf les administrations publiques),Organismes religieux,1146503223.0,Fleurimont,False,2022-12-07,2024-06-25,-71.8976519,45.4548721
